OrderID,OrderDate,RequiredDate,ShippedDate,ShipName,ShipCountry,ShipRegion,ShipAddress,ShipPostalCode,ShipCity
10767,1997-12-05 00:00:00,1998-01-02 00:00:00,1997-12-15 00:00:00,Suprêmes délices,Belgium,,"Boulevard Tirou, 255",B-6000,Charleroi
10768,1997-12-08 00:00:00,1998-01-05 00:00:00,1997-12-15 00:00:00,Around the Horn,UK,Essex,Brook Farm Stratford St. Mary,CO7 6JX,Colchester
10769,1997-12-08 00:00:00,1998-01-05 00:00:00,1997-12-12 00:00:00,Vaffeljernet,Denmark,,Smagsloget 45,8200,Århus
10770,1997-12-09 00:00:00,1998-01-06 00:00:00,1997-12-17 00:00:00,Hanari Carnes,Brazil,RJ,"Rua do Paço, 67",05454-876,Rio de Janeiro
10771,1997-12-10 00:00:00,1998-01-07 00:00:00,1998-01-02 00:00:00,Ernst Handel,Austria,,Kirchgasse 6,8010,Graz
10772,1997-12-10 00:00:00,1998-01-07 00:00:00,1997-12-19 00:00:00,Lehmanns Marktstand,Germany,,Magazinweg 7,60528,Frankfurt a.M.
10773,1997-12-11 00:00:00,1998-01-08 00:00:00,1997-12-16 00:00:00,Ernst Handel,Austria,,Kirchgasse 6,8010,Graz
10774,1997-12-11 00:00:00,1997-12-25 00:00:00,1997-12-12 00:00:00,Folk och fä HB,Sweden,,Åkergatan 24,S-844 67,Bräcke
10775,1997-12-12 00:00:00,1998-01-09 00:00:00,1997-12-26 00:00:00,The Cracker Box,USA,MT,55 Grizzly Peak Rd.,59801,Butte
10776,1997-12-15 00:00:00,1998-01-12 00:00:00,1997-12-18 00:00:00,Ernst Handel,Austria,,Kirchgasse 6,8010,Graz
10777,1997-12-15 00:00:00,1997-12-29 00:00:00,1998-01-21 00:00:00,Gourmet Lanchonetes,Brazil,SP,"Av. Brasil, 442",04876-786,Campinas
10778,1997-12-16 00:00:00,1998-01-13 00:00:00,1997-12-24 00:00:00,Berglunds snabbköp,Sweden,,Berguvsvägen  8,S-958 22,Luleå
10779,1997-12-16 00:00:00,1998-01-13 00:00:00,1998-01-14 00:00:00,Morgenstern Gesundkost,Germany,,Heerstr. 22,04179,Leipzig
10780,1997-12-16 00:00:00,1997-12-30 00:00:00,1997-12-25 00:00:00,LILA-Supermercado,Venezuela,Lara,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,3508,Barquisimeto
10781,1997-12-17 00:00:00,1998-01-14 00:00:00,1997-12-19 00:00:00,Wartian Herkku,Finland,,Torikatu 38,90110,Oulu
10782,1997-12-17 00:00:00,1998-01-14 00:00:00,1997-12-22 00:00:00,Cactus Comidas para llevar,Argentina,,Cerrito 333,1010,Buenos Aires
10783,1997-12-18 00:00:00,1998-01-15 00:00:00,1997-12-19 00:00:00,Hanari Carnes,Brazil,RJ,"Rua do Paço, 67",05454-876,Rio de Janeiro
10784,1997-12-18 00:00:00,1998-01-15 00:00:00,1997-12-22 00:00:00,Magazzini Alimentari Riuniti,Italy,,Via Ludovico il Moro 22,24100,Bergamo
10785,1997-12-18 00:00:00,1998-01-15 00:00:00,1997-12-24 00:00:00,GROSELLA-Restaurante,Venezuela,DF,5ª Ave. Los Palos Grandes,1081,Caracas
10786,1997-12-19 00:00:00,1998-01-16 00:00:00,1997-12-23 00:00:00,Queen Cozinha,Brazil,SP,"Alameda dos Canàrios, 891",05487-020,Sao Paulo
10787,1997-12-19 00:00:00,1998-01-02 00:00:00,1997-12-26 00:00:00,La maison d'Asie,France,,1 rue Alsace-Lorraine,31000,Toulouse
10788,1997-12-22 00:00:00,1998-01-19 00:00:00,1998-01-19 00:00:00,QUICK-Stop,Germany,,Taucherstraße 10,01307,Cunewalde
10789,1997-12-22 00:00:00,1998-01-19 00:00:00,1997-12-31 00:00:00,Folies gourmandes,France,,"184, chaussée de Tournai",59000,Lille
10790,1997-12-22 00:00:00,1998-01-19 00:00:00,1997-12-26 00:00:00,Gourmet Lanchonetes,Brazil,SP,"Av. Brasil, 442",04876-786,Campinas
10791,1997-12-23 00:00:00,1998-01-20 00:00:00,1998-01-01 00:00:00,Frankenversand,Germany,,Berliner Platz 43,80805,München
10792,1997-12-23 00:00:00,1998-01-20 00:00:00,1997-12-31 00:00:00,Wolski Zajazd,Poland,,ul. Filtrowa 68,01-012,Warszawa
10793,1997-12-24 00:00:00,1998-01-21 00:00:00,1998-01-08 00:00:00,Around the Horn,UK,Essex,Brook Farm Stratford St. Mary,CO7 6JX,Colchester
10794,1997-12-24 00:00:00,1998-01-21 00:00:00,1998-01-02 00:00:00,Que Delícia,Brazil,RJ,"Rua da Panificadora, 12",02389-673,Rio de Janeiro
10795,1997-12-24 00:00:00,1998-01-21 00:00:00,1998-01-20 00:00:00,Ernst Handel,Austria,,Kirchgasse 6,8010,Graz
10796,1997-12-25 00:00:00,1998-01-22 00:00:00,1998-01-14 00:00:00,HILARION-Abastos,Venezuela,Táchira,Carrera 22 con Ave. Carlos Soublette #8-35,5022,San Cristóbal
10797,1997-12-25 00:00:00,1998-01-22 00:00:00,1998-01-05 00:00:00,Drachenblut Delikatessen,Germany,,Walserweg 21,52066,Aachen
10798,1997-12-26 00:00:00,1998-01-23 00:00:00,1998-01-05 00:00:00,Island Trading,UK,Isle of Wight,Garden House Crowther Way,PO31 7PJ,Cowes
10799,1997-12-26 00:00:00,1998-02-06 00:00:00,1998-01-05 00:00:00,Königlich Essen,Germany,,Maubelstr. 90,14776,Brandenburg
10800,1997-12-26 00:00:00,1998-01-23 00:00:00,1998-01-05 00:00:00,Seven Seas Imports,UK,,90 Wadhurst Rd.,OX15 4NB,London
10801,1997-12-29 00:00:00,1998-01-26 00:00:00,1997-12-31 00:00:00,Bólido Comidas preparadas,Spain,,"C/ Araquil, 67",28023,Madrid
10802,1997-12-29 00:00:00,1998-01-26 00:00:00,1998-01-02 00:00:00,Simons bistro,Denmark,,Vinbæltet 34,1734,Kobenhavn
10803,1997-12-30 00:00:00,1998-01-27 00:00:00,1998-01-06 00:00:00,Wellington Importadora,Brazil,SP,"Rua do Mercado, 12",08737-363,Resende
10804,1997-12-30 00:00:00,1998-01-27 00:00:00,1998-01-07 00:00:00,Seven Seas Imports,UK,,90 Wadhurst Rd.,OX15 4NB,London
10805,1997-12-30 00:00:00,1998-01-27 00:00:00,1998-01-09 00:00:00,The Big Cheese,USA,OR,89 Jefferson Way Suite 2,97201,Portland
10806,1997-12-31 00:00:00,1998-01-28 00:00:00,1998-01-05 00:00:00,Victuailles en stock,France,,"2, rue du Commerce",69004,Lyon
10807,1997-12-31 00:00:00,1998-01-28 00:00:00,1998-01-30 00:00:00,Franchi S.p.A.,Italy,,Via Monte Bianco 34,10100,Torino
10808,1998-01-01 00:00:00,1998-01-29 00:00:00,1998-01-09 00:00:00,Old World Delicatessen,USA,AK,2743 Bering St.,99508,Anchorage
10809,1998-01-01 00:00:00,1998-01-29 00:00:00,1998-01-07 00:00:00,Wellington Importadora,Brazil,SP,"Rua do Mercado, 12",08737-363,Resende
10810,1998-01-01 00:00:00,1998-01-29 00:00:00,1998-01-07 00:00:00,Laughing Bacchus Wine Cellars,Canada,BC,2319 Elm St.,V3F 2K1,Vancouver
10811,1998-01-02 00:00:00,1998-01-30 00:00:00,1998-01-08 00:00:00,LINO-Delicateses,Venezuela,Nueva Esparta,Ave. 5 de Mayo Porlamar,4980,I. de Margarita
10812,1998-01-02 00:00:00,1998-01-30 00:00:00,1998-01-12 00:00:00,Reggiani Caseifici,Italy,,Strada Provinciale 124,42100,Reggio Emilia
10813,1998-01-05 00:00:00,1998-02-02 00:00:00,1998-01-09 00:00:00,Ricardo Adocicados,Brazil,RJ,"Av. Copacabana, 267",02389-890,Rio de Janeiro
10814,1998-01-05 00:00:00,1998-02-02 00:00:00,1998-01-14 00:00:00,Victuailles en stock,France,,"2, rue du Commerce",69004,Lyon
10815,1998-01-05 00:00:00,1998-02-02 00:00:00,1998-01-14 00:00:00,Save-a-lot Markets,USA,ID,187 Suffolk Ln.,83720,Boise
10816,1998-01-06 00:00:00,1998-02-03 00:00:00,1998-02-04 00:00:00,Great Lakes Food Market,USA,OR,2732 Baker Blvd.,97403,Eugene
10817,1998-01-06 00:00:00,1998-01-20 00:00:00,1998-01-13 00:00:00,Königlich Essen,Germany,,Maubelstr. 90,14776,Brandenburg
10818,1998-01-07 00:00:00,1998-02-04 00:00:00,1998-01-12 00:00:00,Magazzini Alimentari Riuniti,Italy,,Via Ludovico il Moro 22,24100,Bergamo
10819,1998-01-07 00:00:00,1998-02-04 00:00:00,1998-01-16 00:00:00,Cactus Comidas para llevar,Argentina,,Cerrito 333,1010,Buenos Aires
10820,1998-01-07 00:00:00,1998-02-04 00:00:00,1998-01-13 00:00:00,Rattlesnake Canyon Grocery,USA,NM,2817 Milton Dr.,87110,Albuquerque
10821,1998-01-08 00:00:00,1998-02-05 00:00:00,1998-01-15 00:00:00,Split Rail Beer & Ale,USA,WY,P.O. Box 555,82520,Lander
10822,1998-01-08 00:00:00,1998-02-05 00:00:00,1998-01-16 00:00:00,Trail's Head Gourmet Provisioners,USA,WA,722 DaVinci Blvd.,98034,Kirkland
10823,1998-01-09 00:00:00,1998-02-06 00:00:00,1998-01-13 00:00:00,LILA-Supermercado,Venezuela,Lara,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,3508,Barquisimeto
10824,1998-01-09 00:00:00,1998-02-06 00:00:00,1998-01-30 00:00:00,Folk och fä HB,Sweden,,Åkergatan 24,S-844 67,Bräcke
10825,1998-01-09 00:00:00,1998-02-06 00:00:00,1998-01-14 00:00:00,Drachenblut Delikatessen,Germany,,Walserweg 21,52066,Aachen
10826,1998-01-12 00:00:00,1998-02-09 00:00:00,1998-02-06 00:00:00,Blondel père et fils,France,,"24, place Kléber",67000,Strasbourg
10827,1998-01-12 00:00:00,1998-01-26 00:00:00,1998-02-06 00:00:00,Bon app',France,,"12, rue des Bouchers",13008,Marseille
10828,1998-01-13 00:00:00,1998-01-27 00:00:00,1998-02-04 00:00:00,Rancho grande,Argentina,,Av. del Libertador 900,1010,Buenos Aires
10829,1998-01-13 00:00:00,1998-02-10 00:00:00,1998-01-23 00:00:00,Island Trading,UK,Isle of Wight,Garden House Crowther Way,PO31 7PJ,Cowes
10830,1998-01-13 00:00:00,1998-02-24 00:00:00,1998-01-21 00:00:00,Tradiçao Hipermercados,Brazil,SP,"Av. Inês de Castro, 414",05634-030,Sao Paulo
10831,1998-01-14 00:00:00,1998-02-11 00:00:00,1998-01-23 00:00:00,Santé Gourmet,Norway,,Erling Skakkes gate 78,4110,Stavern
10832,1998-01-14 00:00:00,1998-02-11 00:00:00,1998-01-19 00:00:00,La maison d'Asie,France,,1 rue Alsace-Lorraine,31000,Toulouse
10833,1998-01-15 00:00:00,1998-02-12 00:00:00,1998-01-23 00:00:00,Ottilies Käseladen,Germany,,Mehrheimerstr. 369,50739,Köln
10834,1998-01-15 00:00:00,1998-02-12 00:00:00,1998-01-19 00:00:00,Tradiçao Hipermercados,Brazil,SP,"Av. Inês de Castro, 414",05634-030,Sao Paulo
10835,1998-01-15 00:00:00,1998-02-12 00:00:00,1998-01-21 00:00:00,Alfred's Futterkiste,Germany,,Obere Str. 57,12209,Berlin
10836,1998-01-16 00:00:00,1998-02-13 00:00:00,1998-01-21 00:00:00,Ernst Handel,Austria,,Kirchgasse 6,8010,Graz
10837,1998-01-16 00:00:00,1998-02-13 00:00:00,1998-01-23 00:00:00,Berglunds snabbköp,Sweden,,Berguvsvägen  8,S-958 22,Luleå
10838,1998-01-19 00:00:00,1998-02-16 00:00:00,1998-01-23 00:00:00,LINO-Delicateses,Venezuela,Nueva Esparta,Ave. 5 de Mayo Porlamar,4980,I. de Margarita
10839,1998-01-19 00:00:00,1998-02-16 00:00:00,1998-01-22 00:00:00,Tradiçao Hipermercados,Brazil,SP,"Av. Inês de Castro, 414",05634-030,Sao Paulo
10840,1998-01-19 00:00:00,1998-03-02 00:00:00,1998-02-16 00:00:00,LINO-Delicateses,Venezuela,Nueva Esparta,Ave. 5 de Mayo Porlamar,4980,I. de Margarita
10841,1998-01-20 00:00:00,1998-02-17 00:00:00,1998-01-29 00:00:00,Suprêmes délices,Belgium,,"Boulevard Tirou, 255",B-6000,Charleroi
10842,1998-01-20 00:00:00,1998-02-17 00:00:00,1998-01-29 00:00:00,Tortuga Restaurante,Mexico,,Avda. Azteca 123,05033,México D.F.
10843,1998-01-21 00:00:00,1998-02-18 00:00:00,1998-01-26 00:00:00,Victuailles en stock,France,,"2, rue du Commerce",69004,Lyon
10844,1998-01-21 00:00:00,1998-02-18 00:00:00,1998-01-26 00:00:00,Piccolo und mehr,Austria,,Geislweg 14,5020,Salzburg
10845,1998-01-21 00:00:00,1998-02-04 00:00:00,1998-01-30 00:00:00,QUICK-Stop,Germany,,Taucherstraße 10,01307,Cunewalde
10846,1998-01-22 00:00:00,1998-03-05 00:00:00,1998-01-23 00:00:00,Suprêmes délices,Belgium,,"Boulevard Tirou, 255",B-6000,Charleroi
10847,1998-01-22 00:00:00,1998-02-05 00:00:00,1998-02-10 00:00:00,Save-a-lot Markets,USA,ID,187 Suffolk Ln.,83720,Boise
10848,1998-01-23 00:00:00,1998-02-20 00:00:00,1998-01-29 00:00:00,Consolidated Holdings,UK,,Berkeley Gardens 12  Brewery,WX1 6LT,London
10849,1998-01-23 00:00:00,1998-02-20 00:00:00,1998-01-30 00:00:00,Königlich Essen,Germany,,Maubelstr. 90,14776,Brandenburg
10850,1998-01-23 00:00:00,1998-03-06 00:00:00,1998-01-30 00:00:00,Victuailles en stock,France,,"2, rue du Commerce",69004,Lyon
10851,1998-01-26 00:00:00,1998-02-23 00:00:00,1998-02-02 00:00:00,Ricardo Adocicados,Brazil,RJ,"Av. Copacabana, 267",02389-890,Rio de Janeiro
10852,1998-01-26 00:00:00,1998-02-09 00:00:00,1998-01-30 00:00:00,Rattlesnake Canyon Grocery,USA,NM,2817 Milton Dr.,87110,Albuquerque
10853,1998-01-27 00:00:00,1998-02-24 00:00:00,1998-02-03 00:00:00,Blauer See Delikatessen,Germany,,Forsterstr. 57,68306,Mannheim
10854,1998-01-27 00:00:00,1998-02-24 00:00:00,1998-02-05 00:00:00,Ernst Handel,Austria,,Kirchgasse 6,8010,Graz
10855,1998-01-27 00:00:00,1998-02-24 00:00:00,1998-02-04 00:00:00,Old World Delicatessen,USA,AK,2743 Bering St.,99508,Anchorage
10856,1998-01-28 00:00:00,1998-02-25 00:00:00,1998-02-10 00:00:00,Antonio Moreno Taquería,Mexico,,Mataderos  2312,05023,México D.F.
10857,1998-01-28 00:00:00,1998-02-25 00:00:00,1998-02-06 00:00:00,Berglunds snabbköp,Sweden,,Berguvsvägen  8,S-958 22,Luleå
10858,1998-01-29 00:00:00,1998-02-26 00:00:00,1998-02-03 00:00:00,La corne d'abondance,France,,"67, avenue de l'Europe",78000,Versailles
10859,1998-01-29 00:00:00,1998-02-26 00:00:00,1998-02-02 00:00:00,Frankenversand,Germany,,Berliner Platz 43,80805,München
10860,1998-01-29 00:00:00,1998-02-26 00:00:00,1998-02-04 00:00:00,France restauration,France,,"54, rue Royale",44000,Nantes
10861,1998-01-30 00:00:00,1998-02-27 00:00:00,1998-02-17 00:00:00,White Clover Markets,USA,WA,1029 - 12th Ave. S.,98124,Seattle
10862,1998-01-30 00:00:00,1998-03-13 00:00:00,1998-02-02 00:00:00,Lehmanns Marktstand,Germany,,Magazinweg 7,60528,Frankfurt a.M.
10863,1998-02-02 00:00:00,1998-03-02 00:00:00,1998-02-17 00:00:00,HILARION-Abastos,Venezuela,Táchira,Carrera 22 con Ave. Carlos Soublette #8-35,5022,San Cristóbal
10864,1998-02-02 00:00:00,1998-03-02 00:00:00,1998-02-09 00:00:00,Around the Horn,UK,Essex,Brook Farm Stratford St. Mary,CO7 6JX,Colchester
10865,1998-02-02 00:00:00,1998-02-16 00:00:00,1998-02-12 00:00:00,QUICK-Stop,Germany,,Taucherstraße 10,01307,Cunewalde
10866,1998-02-03 00:00:00,1998-03-03 00:00:00,1998-02-12 00:00:00,Berglunds snabbköp,Sweden,,Berguvsvägen  8,S-958 22,Luleå
10867,1998-02-03 00:00:00,1998-03-17 00:00:00,1998-02-11 00:00:00,Lonesome Pine Restaurant,USA,OR,89 Chiaroscuro Rd.,97219,Portland
10868,1998-02-04 00:00:00,1998-03-04 00:00:00,1998-02-23 00:00:00,Queen Cozinha,Brazil,SP,"Alameda dos Canàrios, 891",05487-020,Sao Paulo
10869,1998-02-04 00:00:00,1998-03-04 00:00:00,1998-02-09 00:00:00,Seven Seas Imports,UK,,90 Wadhurst Rd.,OX15 4NB,London
10870,1998-02-04 00:00:00,1998-03-04 00:00:00,1998-02-13 00:00:00,Wolski Zajazd,Poland,,ul. Filtrowa 68,01-012,Warszawa
10871,1998-02-05 00:00:00,1998-03-05 00:00:00,1998-02-10 00:00:00,Bon app',France,,"12, rue des Bouchers",13008,Marseille
10872,1998-02-05 00:00:00,1998-03-05 00:00:00,1998-02-09 00:00:00,Godos Cocina Típica,Spain,,"C/ Romero, 33",41101,Sevilla
10873,1998-02-06 00:00:00,1998-03-06 00:00:00,1998-02-09 00:00:00,Wilman Kala,Finland,,Keskuskatu 45,21240,Helsinki
10874,1998-02-06 00:00:00,1998-03-06 00:00:00,1998-02-11 00:00:00,Godos Cocina Típica,Spain,,"C/ Romero, 33",41101,Sevilla
10875,1998-02-06 00:00:00,1998-03-06 00:00:00,1998-03-03 00:00:00,Berglunds snabbköp,Sweden,,Berguvsvägen  8,S-958 22,Luleå
10876,1998-02-09 00:00:00,1998-03-09 00:00:00,1998-02-12 00:00:00,Bon app',France,,"12, rue des Bouchers",13008,Marseille
10877,1998-02-09 00:00:00,1998-03-09 00:00:00,1998-02-19 00:00:00,Ricardo Adocicados,Brazil,RJ,"Av. Copacabana, 267",02389-890,Rio de Janeiro
10878,1998-02-10 00:00:00,1998-03-10 00:00:00,1998-02-12 00:00:00,QUICK-Stop,Germany,,Taucherstraße 10,01307,Cunewalde
10879,1998-02-10 00:00:00,1998-03-10 00:00:00,1998-02-12 00:00:00,Wilman Kala,Finland,,Keskuskatu 45,21240,Helsinki
10880,1998-02-10 00:00:00,1998-03-24 00:00:00,1998-02-18 00:00:00,Folk och fä HB,Sweden,,Åkergatan 24,S-844 67,Bräcke
10881,1998-02-11 00:00:00,1998-03-11 00:00:00,1998-02-18 00:00:00,Cactus Comidas para llevar,Argentina,,Cerrito 333,1010,Buenos Aires
10882,1998-02-11 00:00:00,1998-03-11 00:00:00,1998-02-20 00:00:00,Save-a-lot Markets,USA,ID,187 Suffolk Ln.,83720,Boise
10883,1998-02-12 00:00:00,1998-03-12 00:00:00,1998-02-20 00:00:00,Lonesome Pine Restaurant,USA,OR,89 Chiaroscuro Rd.,97219,Portland
10884,1998-02-12 00:00:00,1998-03-12 00:00:00,1998-02-13 00:00:00,Let's Stop N Shop,USA,CA,87 Polk St. Suite 5,94117,San Francisco
10885,1998-02-12 00:00:00,1998-03-12 00:00:00,1998-02-18 00:00:00,Suprêmes délices,Belgium,,"Boulevard Tirou, 255",B-6000,Charleroi
10886,1998-02-13 00:00:00,1998-03-13 00:00:00,1998-03-02 00:00:00,Hanari Carnes,Brazil,RJ,"Rua do Paço, 67",05454-876,Rio de Janeiro
10887,1998-02-13 00:00:00,1998-03-13 00:00:00,1998-02-16 00:00:00,Galería del gastronómo,Spain,,"Rambla de Cataluña, 23",8022,Barcelona
10888,1998-02-16 00:00:00,1998-03-16 00:00:00,1998-02-23 00:00:00,Godos Cocina Típica,Spain,,"C/ Romero, 33",41101,Sevilla
10889,1998-02-16 00:00:00,1998-03-16 00:00:00,1998-02-23 00:00:00,Rattlesnake Canyon Grocery,USA,NM,2817 Milton Dr.,87110,Albuquerque
10890,1998-02-16 00:00:00,1998-03-16 00:00:00,1998-02-18 00:00:00,Du monde entier,France,,"67, rue des Cinquante Otages",44000,Nantes
10891,1998-02-17 00:00:00,1998-03-17 00:00:00,1998-02-19 00:00:00,Lehmanns Marktstand,Germany,,Magazinweg 7,60528,Frankfurt a.M.
10892,1998-02-17 00:00:00,1998-03-17 00:00:00,1998-02-19 00:00:00,Maison Dewey,Belgium,,Rue Joseph-Bens 532,B-1180,Bruxelles
10893,1998-02-18 00:00:00,1998-03-18 00:00:00,1998-02-20 00:00:00,Königlich Essen,Germany,,Maubelstr. 90,14776,Brandenburg
10894,1998-02-18 00:00:00,1998-03-18 00:00:00,1998-02-20 00:00:00,Save-a-lot Markets,USA,ID,187 Suffolk Ln.,83720,Boise
10895,1998-02-18 00:00:00,1998-03-18 00:00:00,1998-02-23 00:00:00,Ernst Handel,Austria,,Kirchgasse 6,8010,Graz
10896,1998-02-19 00:00:00,1998-03-19 00:00:00,1998-02-27 00:00:00,Maison Dewey,Belgium,,Rue Joseph-Bens 532,B-1180,Bruxelles
10897,1998-02-19 00:00:00,1998-03-19 00:00:00,1998-02-25 00:00:00,Hungry Owl All-Night Grocers,Ireland,Co. Cork,8 Johnstown Road,,Cork
10898,1998-02-20 00:00:00,1998-03-20 00:00:00,1998-03-06 00:00:00,Océano Atlántico Ltda.,Argentina,,Ing. Gustavo Moncada 8585 Piso 20-A,1010,Buenos Aires
10899,1998-02-20 00:00:00,1998-03-20 00:00:00,1998-02-26 00:00:00,LILA-Supermercado,Venezuela,Lara,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,3508,Barquisimeto
10900,1998-02-20 00:00:00,1998-03-20 00:00:00,1998-03-04 00:00:00,Wellington Importadora,Brazil,SP,"Rua do Mercado, 12",08737-363,Resende
10901,1998-02-23 00:00:00,1998-03-23 00:00:00,1998-02-26 00:00:00,HILARION-Abastos,Venezuela,Táchira,Carrera 22 con Ave. Carlos Soublette #8-35,5022,San Cristóbal
10902,1998-02-23 00:00:00,1998-03-23 00:00:00,1998-03-03 00:00:00,Folk och fä HB,Sweden,,Åkergatan 24,S-844 67,Bräcke
10903,1998-02-24 00:00:00,1998-03-24 00:00:00,1998-03-04 00:00:00,Hanari Carnes,Brazil,RJ,"Rua do Paço, 67",05454-876,Rio de Janeiro
10904,1998-02-24 00:00:00,1998-03-24 00:00:00,1998-02-27 00:00:00,White Clover Markets,USA,WA,1029 - 12th Ave. S.,98124,Seattle
10905,1998-02-24 00:00:00,1998-03-24 00:00:00,1998-03-06 00:00:00,Wellington Importadora,Brazil,SP,"Rua do Mercado, 12",08737-363,Resende
10906,1998-02-25 00:00:00,1998-03-11 00:00:00,1998-03-03 00:00:00,Wolski Zajazd,Poland,,ul. Filtrowa 68,01-012,Warszawa
10907,1998-02-25 00:00:00,1998-03-25 00:00:00,1998-02-27 00:00:00,Spécialités du monde,France,,"25, rue Lauriston",75016,Paris
10908,1998-02-26 00:00:00,1998-03-26 00:00:00,1998-03-06 00:00:00,Reggiani Caseifici,Italy,,Strada Provinciale 124,42100,Reggio Emilia
10909,1998-02-26 00:00:00,1998-03-26 00:00:00,1998-03-10 00:00:00,Santé Gourmet,Norway,,Erling Skakkes gate 78,4110,Stavern
10910,1998-02-26 00:00:00,1998-03-26 00:00:00,1998-03-04 00:00:00,Wilman Kala,Finland,,Keskuskatu 45,21240,Helsinki
10911,1998-02-26 00:00:00,1998-03-26 00:00:00,1998-03-05 00:00:00,Godos Cocina Típica,Spain,,"C/ Romero, 33",41101,Sevilla
10912,1998-02-26 00:00:00,1998-03-26 00:00:00,1998-03-18 00:00:00,Hungry Owl All-Night Grocers,Ireland,Co. Cork,8 Johnstown Road,,Cork
10913,1998-02-26 00:00:00,1998-03-26 00:00:00,1998-03-04 00:00:00,Queen Cozinha,Brazil,SP,"Alameda dos Canàrios, 891",05487-020,Sao Paulo
10914,1998-02-27 00:00:00,1998-03-27 00:00:00,1998-03-02 00:00:00,Queen Cozinha,Brazil,SP,"Alameda dos Canàrios, 891",05487-020,Sao Paulo
10915,1998-02-27 00:00:00,1998-03-27 00:00:00,1998-03-02 00:00:00,Tortuga Restaurante,Mexico,,Avda. Azteca 123,05033,México D.F.
10916,1998-02-27 00:00:00,1998-03-27 00:00:00,1998-03-09 00:00:00,Rancho grande,Argentina,,Av. del Libertador 900,1010,Buenos Aires
10917,1998-03-02 00:00:00,1998-03-30 00:00:00,1998-03-11 00:00:00,Romero y tomillo,Spain,,"Gran Vía, 1",28001,Madrid
10918,1998-03-02 00:00:00,1998-03-30 00:00:00,1998-03-11 00:00:00,Bottom-Dollar Markets,Canada,BC,23 Tsawassen Blvd.,T2F 8M4,Tsawassen
10919,1998-03-02 00:00:00,1998-03-30 00:00:00,1998-03-04 00:00:00,LINO-Delicateses,Venezuela,Nueva Esparta,Ave. 5 de Mayo Porlamar,4980,I. de Margarita
10920,1998-03-03 00:00:00,1998-03-31 00:00:00,1998-03-09 00:00:00,Around the Horn,UK,Essex,Brook Farm Stratford St. Mary,CO7 6JX,Colchester
10921,1998-03-03 00:00:00,1998-04-14 00:00:00,1998-03-09 00:00:00,Vaffeljernet,Denmark,,Smagsloget 45,8200,Århus
10922,1998-03-03 00:00:00,1998-03-31 00:00:00,1998-03-05 00:00:00,Hanari Carnes,Brazil,RJ,"Rua do Paço, 67",05454-876,Rio de Janeiro
10923,1998-03-03 00:00:00,1998-04-14 00:00:00,1998-03-13 00:00:00,La maison d'Asie,France,,1 rue Alsace-Lorraine,31000,Toulouse
10924,1998-03-04 00:00:00,1998-04-01 00:00:00,1998-04-08 00:00:00,Berglunds snabbköp,Sweden,,Berguvsvägen  8,S-958 22,Luleå
10925,1998-03-04 00:00:00,1998-04-01 00:00:00,1998-03-13 00:00:00,Hanari Carnes,Brazil,RJ,"Rua do Paço, 67",05454-876,Rio de Janeiro
10926,1998-03-04 00:00:00,1998-04-01 00:00:00,1998-03-11 00:00:00,Ana Trujillo Emparedados y helados,Mexico,,Avda. de la Constitución 2222,05021,México D.F.
10927,1998-03-05 00:00:00,1998-04-02 00:00:00,1998-04-08 00:00:00,La corne d'abondance,France,,"67, avenue de l'Europe",78000,Versailles
10928,1998-03-05 00:00:00,1998-04-02 00:00:00,1998-03-18 00:00:00,Galería del gastronómo,Spain,,"Rambla de Cataluña, 23",8022,Barcelona
10929,1998-03-05 00:00:00,1998-04-02 00:00:00,1998-03-12 00:00:00,Frankenversand,Germany,,Berliner Platz 43,80805,München
10930,1998-03-06 00:00:00,1998-04-17 00:00:00,1998-03-18 00:00:00,Suprêmes délices,Belgium,,"Boulevard Tirou, 255",B-6000,Charleroi
10931,1998-03-06 00:00:00,1998-03-20 00:00:00,1998-03-19 00:00:00,Richter Supermarkt,Switzerland,,Starenweg 5,1204,Genève
10932,1998-03-06 00:00:00,1998-04-03 00:00:00,1998-03-24 00:00:00,Bon app',France,,"12, rue des Bouchers",13008,Marseille
10933,1998-03-06 00:00:00,1998-04-03 00:00:00,1998-03-16 00:00:00,Island Trading,UK,Isle of Wight,Garden House Crowther Way,PO31 7PJ,Cowes
10934,1998-03-09 00:00:00,1998-04-06 00:00:00,1998-03-12 00:00:00,Lehmanns Marktstand,Germany,,Magazinweg 7,60528,Frankfurt a.M.
10935,1998-03-09 00:00:00,1998-04-06 00:00:00,1998-03-18 00:00:00,Wellington Importadora,Brazil,SP,"Rua do Mercado, 12",08737-363,Resende
10936,1998-03-09 00:00:00,1998-04-06 00:00:00,1998-03-18 00:00:00,Great Lakes Food Market,USA,OR,2732 Baker Blvd.,97403,Eugene
10937,1998-03-10 00:00:00,1998-03-24 00:00:00,1998-03-13 00:00:00,Cactus Comidas para llevar,Argentina,,Cerrito 333,1010,Buenos Aires
10938,1998-03-10 00:00:00,1998-04-07 00:00:00,1998-03-16 00:00:00,QUICK-Stop,Germany,,Taucherstraße 10,01307,Cunewalde
